"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"277","R-HSA-5654688","0.1106","0.9617","5","21","0.8829","SHC-mediated cascade-FGFR1","FGF1::FGF2::FGF5::FGF20::KL"
"278","R-HSA-1483206","0.1107","0.9288","22","128","0.8829","Glycerophospholipid biosynthesis","STARD10::CHAT::PLB1::AWAT2::PLA2R1::GPD1L::ALPI::PLA2G4F::CPNE7::PLA2G2A::PLA2G4A::PLA2G5::PLD1::PLAAT2::AGPAT4::BCHE::PLA2G2F::SLC44A4::GPAT3::MFSD2A::CPNE6::PCYT1B"
"279","R-HSA-190377","0.111","0.9754","3","10","0.8829","FGFR2b ligand binding and activation","FGF1::FGF2::FGFBP1"
"280","R-HSA-9026395","0.1113","1","1","1","0.8829","Biosynthesis of DHA-derived sulfido conjugates","GSTM4"
"281","R-HSA-9026762","0.1113","1","1","1","0.8829","Biosynthesis of maresin conjugates in tissue regeneration (MCTR)","GSTM4"
"282","R-HSA-8978868","0.1119","0.9238","28","174","0.8829","Fatty acid metabolism","SLC27A3::CYP4F8::CYP2U1::CYP4F22::CYP1A2::CYP4B1::FAAH2::DBI::FAAH::ACSL4::ALOX15B::GGT1::GPX1::GPX2::HPGD::ACADL::PLA2G4A::PON3::ELOVL2::PTGIS::PTGS2::ACOT6::ELOVL4::THRSP::SCD5::ACOX2::HACD1::PTGES"
"283","R-HSA-983695","0.112","0.9526","7","31","0.8829","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","FYN::BLNK::LYN::PIK3CD::TRPC1::VAV1::CD22"
"284","R-HSA-5654726","0.1122","0.9522","7","33","0.8829","Negative regulation of FGFR1 signaling","SPRY2::FGF1::FGF2::FGF5::FGF20::SRC::KL"
"285","R-HSA-9006115","0.1131","0.9561","6","25","0.887","Signaling by NTRK2 (TRKB)","FYN::NTF3::NTF4::BDNF::SRC::TIAM1"
"286","R-HSA-1638091","0.1149","0.94","11","55","0.8964","Heparan sulfate heparin (HS-GAG) metabolism","HPSE::VCAN::CSPG4::DCN::EXT1::HS6ST3::HSPG2::BGN::NDST3::HS3ST3B1::HS3ST1"
"287","R-HSA-163841","0.1153","0.9472","8","39","0.8964","Gamma carboxylation, hypusine formation and arylsulfatase activation","F7::GAS6::ARSI::ARSH::STS::ARSL::PROS1::EIF5A2"
"288","R-HSA-975576","0.1157","0.9546","6","26","0.8964","N-glycan antennae elongation in the medial trans-Golgi","MGAT4A::MGAT4C::ST8SIA6::MGAT3::CHST8::B4GALT6"
"289","R-HSA-8866423","0.1161","0.9849","2","5","0.8964","VLDL assembly","APOC1::APOC4"
"290","R-HSA-2162123","0.1163","0.9656","4","15","0.8964","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)","HPGD::PTGIS::PTGS2::PTGES"
"291","R-HSA-399955","0.117","0.9658","4","14","0.8984","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","SEMA3A::FYN::RND1::NRP1"
"292","R-HSA-5602498","0.1183","0.973","3","10","0.9052","MyD88 deficiency (TLR2 4)","TLR6::TLR1::TLR2"
"293","R-HSA-5654689","0.1187","0.9581","5","21","0.9052","PI-3K cascade-FGFR1","FGF1::FGF2::FGF5::FGF20::KL"
"294","R-HSA-5690714","0.1195","0.9842","2","5","0.9061","CD22 mediated BCR regulation","LYN::CD22"
"295","R-HSA-391903","0.1196","0.9642","4","15","0.9061","Eicosanoid ligand-binding receptors","CYSLTR1::GPR17::PTGFR::TBXA2R"
"296","R-HSA-445717","0.1202","0.9388","10","52","0.9073","Aquaporin-mediated transport","ADCY1::ADCY2::ADCY7::GNG10::GNG11::GNGT2::AQP1::AQP5::AQP9::GNG2"
"297","R-HSA-159740","0.1208","0.9721","3","10","0.909","Gamma-carboxylation of protein precursors","F7::GAS6::PROS1"
"298","R-HSA-159782","0.1219","0.9718","3","10","0.9143","Removal of aminoterminal propeptides from gamma-carboxylated proteins","F7::GAS6::PROS1"
"299","R-HSA-5365859","0.123","0.9557","5","22","0.9197","RA biosynthesis pathway","CRABP1::CYP26A1::SDR16C5::ALDH1A3::ALDH1A2"
"300","R-HSA-391906","0.1242","0.9832","2","5","0.9231","Leukotriene receptors","CYSLTR1::GPR17"
"301","R-HSA-6785631","0.1245","0.9622","4","15","0.9231","ERBB2 Regulates Cell Motility","NRG3::HBEGF::EGFR::NRG1"
"302","R-HSA-8964011","0.1247","0.9831","2","5","0.9231","HDL clearance","APOA1::CUBN"
"303","R-HSA-193697","0.1257","0.9705","3","10","0.9272","p75NTR regulates axonogenesis","MCF2::NGF::NGFR"
"304","R-HSA-210745","0.1282","0.9536","5","21","0.9397","Regulation of gene expression in beta cells","AKT3::FOXA3::HNF4A::IAPP::NKX2-2"
"305","R-HSA-3560801","0.1293","0.9533","5","20","0.9397","Defective B3GAT3 causes JDSSDHD","VCAN::CSPG4::DCN::HSPG2::BGN"
"306","R-HSA-447041","0.1294","0.9701","3","9","0.9397","CHL1 interactions","ITGA1::ITGB1::NRP1"
"307","R-HSA-2033519","0.1299","0.9591","4","17","0.9397","Activated point mutants of FGFR2","FGF1::FGF2::FGF5::FGF20"
"308","R-HSA-5619052","0.1304","1","1","1","0.9397","Defective SLC9A9 causes autism 16 (AUTS16)","SLC9A9"
"309","R-HSA-3560783","0.1305","0.9528","5","20","0.9397","Defective B4GALT7 causes EDS, progeroid type","VCAN::CSPG4::DCN::HSPG2::BGN"
"310","R-HSA-139853","0.1311","0.9594","4","15","0.9397","Elevation of cytosolic Ca2+ levels","P2RX2::P2RX5::TRPC3::P2RX6"
"311","R-HSA-5578996","0.1311","1","1","1","0.9397","Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)","CYP27A1"
"312","R-HSA-74259","0.1312","0.9586","4","17","0.9397","Purine catabolism","GPX1::NT5E::XDH::GDA"
"313","R-HSA-156588","0.132","0.9517","5","21","0.9427","Glucuronidation","UGT1A10::UGT1A7::UGT1A1::UGT2B15::UGT2B17"
"314","R-HSA-4420332","0.1326","0.9518","5","20","0.944","Defective B3GALT6 causes EDSP2 and SEMDJL1","VCAN::CSPG4::DCN::HSPG2::BGN"
"315","R-HSA-975577","0.1343","0.9581","4","15","0.9471","N-Glycan antennae elongation","MGAT4A::MGAT4C::ST8SIA6::B4GALT6"
"316","R-HSA-5579005","0.1346","1","1","1","0.9471","Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)","CYP4F22"
"317","R-HSA-8964026","0.1348","0.9808","2","5","0.9471","Chylomicron clearance","APOE::LIPC"
"318","R-HSA-5576893","0.135","0.9445","6","27","0.9471","Phase 2 - plateau phase","KCNE5::CACNG7::CACNG6::CACNA1D::CACNA2D1::CACNB1"
"319","R-HSA-389513","0.1352","0.9502","5","21","0.9471","CTLA4 inhibitory signaling","AKT3::FYN::LCK::LYN::SRC"
"320","R-HSA-5619095","0.1362","1","1","1","0.9491","Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)","SLCO2A1"
"321","R-HSA-5579002","0.1366","1","1","1","0.9491","Defective UGT1A1 causes hyperbilirubinemia","UGT1A1"
"322","R-HSA-3299685","0.1368","0.9381","7","37","0.9491","Detoxification of Reactive Oxygen Species","GPX1::GPX2::GPX3::GPX7::GSTP1::NCF2::GPX8"
"323","R-HSA-5579010","0.1377","1","1","1","0.9491","Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)","CYP24A1"
"324","R-HSA-211957","0.138","1","1","1","0.9491","Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2","CYP1A2"
"325","R-HSA-1250342","0.138","0.9662","3","10","0.9491","PI3K events in ERBB4 signaling","NRG3::HBEGF::NRG1"
"326","R-HSA-5676594","0.139","0.9551","4","17","0.9502","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","BIRC3::LTB::TNFSF14::CD40"
"327","R-HSA-9619483","0.1395","0.9418","6","28","0.9502","Activation of AMPK downstream of NMDARs","TUBB3::TUBB4A::TUBB2B::MAPT::TUBAL3::TUBB6"
"328","R-HSA-8941284","0.14","0.9796","2","5","0.9502","RUNX2 regulates chondrocyte maturation","GLI2::RUNX2"
"329","R-HSA-5619104","0.1405","1","1","1","0.9502","Defective SLC12A1 causes Bartter syndrome 1 (BS1)","SLC12A1"
"330","R-HSA-5619067","0.1407","1","1","1","0.9502","Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)","SLC1A1"
"331","R-HSA-111996","0.141","0.9325","8","38","0.9502","Ca-dependent events","ADCY1::ADCY2::ADCY7::PDE1C::PLA2G4A::PRKCA::CAMK4::CAMK2A"
"332","R-HSA-388844","0.1416","0.9474","5","20","0.9502","Receptor-type tyrosine-protein phosphatases","IL1RAPL1::SLITRK4::SLITRK5::IL1RAP::PPFIBP2"
"333","R-HSA-5619062","0.1419","1","1","1","0.9502","Defective SLC1A3 causes episodic ataxia 6 (EA6)","SLC1A3"
"334","R-HSA-1483191","0.142","0.9405","6","28","0.9502","Synthesis of PC","STARD10::CHAT::BCHE::SLC44A4::MFSD2A::PCYT1B"
"335","R-HSA-5619068","0.1428","1","1","1","0.9528","Defective SLC2A10 causes arterial tortuosity syndrome (ATS)","SLC2A10"
"336","R-HSA-211999","0.1438","0.9633","3","11","0.9552","CYP2E1 reactions","CYP2A6::CYP2E1::CYP2S1"
"337","R-HSA-5619092","0.1444","1","1","1","0.9552","Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)","SLC9A6"
"338","R-HSA-5579011","0.1452","1","1","1","0.9552","Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)","CYP2U1"
"339","R-HSA-975574","0.1458","1","1","1","0.9552","Reactions specific to the hybrid N-glycan synthesis pathway","MGAT3"
"340","R-HSA-8866376","0.1465","0.9781","2","5","0.9552","Reelin signalling pathway","FYN::RELN"
"341","R-HSA-71288","0.1471","0.9621","3","11","0.9552","Creatine metabolism","CKMT1B::CKMT1A::SLC6A11"
"342","R-HSA-373752","0.1475","0.9217","10","50","0.9552","Netrin-1 signaling","FYN::MYO10::NTN4::SRC::TRPC1::TRPC3::TRPC4::ABLIM2::UNC5A::SLIT2"
"343","R-HSA-5674135","0.148","0.9279","8","40","0.9552","MAP2K and MAPK activation","FGB::FGG::CNKSR2::FN1::ITGB3::ARRB1::APBB1IP::SRC"
"344","R-HSA-388479","0.1493","0.9756","2","6","0.9552","Vasopressin-like receptors","OXTR::AVPR1A"
"345","R-HSA-9032759","0.1496","0.9773","2","5","0.9552","NTRK2 activates RAC1","FYN::BDNF"
"346","R-HSA-354192","0.1499","0.9364","6","27","0.9552","Integrin alphaIIb beta3 signaling","FGB::FGG::FN1::ITGB3::APBB1IP::SRC"
"347","R-HSA-9006921","0.1499","0.9364","6","27","0.9552","Integrin signaling","FGB::FGG::FN1::ITGB3::APBB1IP::SRC"
"348","R-HSA-193144","0.1499","0.9755","2","6","0.9552","Estrogen biosynthesis","AKR1B15::HSD17B11"
"349","R-HSA-2682334","0.1515","0.9059","16","92","0.9552","EPH-Ephrin signaling","MYL9::DNM1::EFNA3::EFNB3::EPHA2::EPHA3::EPHA5::FYN::GRIN1::LYN::MMP2::MMP9::ARHGEF28::SRC::TIAM1::KALRN"
"350","R-HSA-159418","0.1517","0.9498","4","16","0.9552","Recycling of bile acids and salts","SLCO1B1::FABP6::SLCO1B3::SLCO1A2"
"351","R-HSA-196854","0.1519","0.8921","29","187","0.9552","Metabolism of vitamins and cofactors","SLC52A3::PARP4::CTRB1::PLB1::ALDH1L2::SLC5A8::NMNAT2::QPRT::MTHFD1L::GCHFR::AOX1::HSPG2::APOA1::APOA2::APOE::LRP1::LRP2::NNMT::NT5E::ENPP2::PRKG2::PRSS3::AKR1B10::PTGIS::PTGS2::RBP1::SLC2A3::CUBN::SLC19A3"
"352","R-HSA-6794361","0.1522","0.9159","11","56","0.9552","Neurexins and neuroligins","SYT9::EPB41L2::NLGN1::GRIN1::GRIN2A::LRRTM1::LRRTM3::DLGAP3::SHANK3::LIN7A::SYT12"
"353","R-HSA-196025","0.1528","0.9599","3","11","0.9552","Formation of annular gap junctions","DAB2::DNM1::GJA1"
"354","R-HSA-5603041","0.1528","0.9599","3","11","0.9552","IRAK4 deficiency (TLR2 4)","TLR6::TLR1::TLR2"
"355","R-HSA-166658","0.1529","0.9175","10","57","0.9552","Complement cascade","CFHR3::CR2::C5AR2::CFH::PROS1::SERPING1::C1R::C3::C4BPB::VTN"
"356","R-HSA-5619054","0.1532","1","1","1","0.9552","Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)","SLC4A4"
"357","R-HSA-5654732","0.1536","0.9339","6","29","0.9552","Negative regulation of FGFR3 signaling","SPRY2::FGF1::FGF2::FGF5::FGF20::SRC"
"358","R-HSA-196791","0.1538","0.9595","3","11","0.9552","Vitamin D (calciferol) metabolism","CYP24A1::LRP2::CUBN"
"359","R-HSA-190370","0.1539","0.9744","2","6","0.9552","FGFR1b ligand binding and activation","FGF1::FGF2"
"360","R-HSA-912631","0.1539","0.9405","5","22","0.9552","Regulation of signaling by CBL","FYN::BLNK::LYN::PIK3CD::VAV1"
"361","R-HSA-3560792","0.1544","1","1","1","0.9552","Defective SLC26A2 causes chondrodysplasias","SLC26A2"
"362","R-HSA-5654693","0.1551","0.9396","5","23","0.9552","FRS-mediated FGFR1 signaling","FGF1::FGF2::FGF5::FGF20::KL"
"363","R-HSA-159854","0.1555","0.9589","3","11","0.9552","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","F7::GAS6::PROS1"
"364","R-HSA-1963640","0.1556","0.9481","4","16","0.9552","GRB2 events in ERBB2 signaling","NRG3::HBEGF::EGFR::NRG1"
"365","R-HSA-8964315","0.156","0.947","4","18","0.9553","G beta-gamma signalling through BTK","GNG10::GNG11::GNGT2::GNG2"
"366","R-HSA-5654221","0.1577","0.9462","4","18","0.963","Phospholipase C-mediated cascade; FGFR2","FGF1::FGF2::FGF5::FGF20"
"367","R-HSA-418890","0.1587","0.9585","3","10","0.9641","Role of second messengers in netrin-1 signaling","TRPC1::TRPC3::TRPC4"
"368","R-HSA-428542","0.1587","0.9585","3","10","0.9641","Regulation of commissural axon pathfinding by SLIT and ROBO","ROBO3::SRC::SLIT2"
"369","R-HSA-442755","0.1594","0.9003","16","91","0.9653","Activation of NMDA receptors and postsynaptic events","TUBB3::TUBB4A::ADCY1::RPS6KA6::GRIN1::GRIN2A::NRG1::TUBB2B::MAPT::KIF17::SRC::TUBAL3::CAMK4::CAMK2A::TUBB6::LIN7A"
"370","R-HSA-186712","0.1625","0.9188","8","41","0.9695","Regulation of beta-cell development","AKT3::NR5A2::FOXA3::HNF4A::HES1::IAPP::NKX2-2::MAML2"
"371","R-HSA-1963642","0.1634","0.9444","4","16","0.9695","PI3K events in ERBB2 signaling","NRG3::HBEGF::EGFR::NRG1"
"372","R-HSA-2022854","0.1636","0.9285","6","28","0.9695","Keratan sulfate biosynthesis","B3GNT3::KERA::PRELP::CHST1::B3GNT7::B4GALT6"
"373","R-HSA-5668599","0.1644","0.9344","5","24","0.9695","RHO GTPases Activate NADPH Oxidases","NOXA1::NCF2::PRKCA::RAC2::S100A8"
"374","R-HSA-170660","0.1647","0.9562","3","10","0.9695","Adenylate cyclase activating pathway","ADCY1::ADCY2::ADCY7"
"375","R-HSA-400451","0.1649","0.9551","3","11","0.9695","Free fatty acids regulate insulin secretion","ACSL4::GNA15::GNA14"
"376","R-HSA-211981","0.165","0.9344","5","23","0.9695","Xenobiotics","CYP1A2::CYP2A6::CYP2E1::CYP2S1::ARNT2"
"377","R-HSA-6802946","0.1651","0.9133","9","47","0.9695","Signaling by moderate kinase activity BRAF mutants","FGB::FGG::CNKSR2::FN1::ITGB3::ARRB1::APBB1IP::SRC::CAMK2A"
"378","R-HSA-6802949","0.1651","0.9133","9","47","0.9695","Signaling by RAS mutants","FGB::FGG::CNKSR2::FN1::ITGB3::ARRB1::APBB1IP::SRC::CAMK2A"
"379","R-HSA-6802955","0.1651","0.9133","9","47","0.9695","Paradoxical activation of RAF signaling by kinase inactive BRAF","FGB::FGG::CNKSR2::FN1::ITGB3::ARRB1::APBB1IP::SRC::CAMK2A"
"380","R-HSA-9649948","0.1651","0.9133","9","47","0.9695","Signaling downstream of RAS mutants","FGB::FGG::CNKSR2::FN1::ITGB3::ARRB1::APBB1IP::SRC::CAMK2A"
"381","R-HSA-1250196","0.1654","0.9345","5","22","0.9695","SHC1 events in ERBB2 signaling","NRG3::HBEGF::EGFR::NRG1::PRKCA"
"382","R-HSA-8964208","0.1657","0.9711","2","6","0.9695","Phenylalanine metabolism","IL4I1::ASRGL1"
"383","R-HSA-177135","0.1669","0.9708","2","6","0.9738","Conjugation of benzoate with glycine","GLYAT::ACSM1"
"384","R-HSA-9027307","0.1678","0.9705","2","6","0.9766","Biosynthesis of maresin-like SPMs","CYP1A2::CYP2E1"
"385","R-HSA-1475029","0.1683","0.953","3","12","0.9768","Reversible hydration of carbon dioxide","CA13::CA3::CA12"
"386","R-HSA-3000471","0.1689","0.9702","2","6","0.9772","Scavenging by Class B Receptors","APOA1::SAA1"
"387","R-HSA-438064","0.1692","0.8968","14","79","0.9772","Post NMDA receptor activation events","TUBB3::TUBB4A::ADCY1::RPS6KA6::GRIN1::GRIN2A::NRG1::TUBB2B::MAPT::SRC::TUBAL3::CAMK4::CAMK2A::TUBB6"
"388","R-HSA-6809371","0.1708","0.8866","19","128","0.982","Formation of the cornified envelope","DSG4::DSG1::FLG::CASP14::KLK5::KRT79::LIPM::KRT2::KRT17::KRT32::KRT33B::KRT34::KRT81::KRT83::KRT85::SPINK6::PI3::KRT20::SPRR2D"
"389","R-HSA-2187338","0.1714","0.8911","16","98","0.982","Visual phototransduction","SDR9C7::PLB1::AWAT2::GUCY2D::HSPG2::APOA1::APOA2::APOE::LRP1::LRP2::PDE6B::PRKCA::AKR1B10::RBP1::STRA6::RGS9"
"390","R-HSA-399956","0.1717","0.9405","4","16","0.982","CRMPs in Sema3A signaling","SEMA3A::DPYSL3::FYN::NRP1"
"391","R-HSA-392451","0.1718","0.9304","5","24","0.982","G beta-gamma signalling through PI3Kgamma","AKT3::GNG10::GNG11::GNGT2::GNG2"
"392","R-HSA-193670","0.1736","0.9688","2","6","0.9898","p75NTR negatively regulates cell cycle via SC1","NGF::NGFR"
"393","R-HSA-9018679","0.1749","0.9685","2","6","0.9947","Biosynthesis of EPA-derived SPMs","HPGD::PTGS2"
"394","R-HSA-9032845","0.1754","0.9683","2","6","0.9947","Activated NTRK2 signals through CDK5","BDNF::TIAM1"
"395","R-HSA-8873719","0.1758","0.8992","11","64","0.9947","RAB geranylgeranylation","RAB32::RAB42::RAB40A::RAB15::RAB19::RAB9B::RAB25::RAB3A::RAB3B::RAB27B::RAB34"
"396","R-HSA-187015","0.1766","0.968","2","6","0.9967","Activation of TRKA receptors","ADCYAP1::NGF"
