"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"1727","R-HSA-156581","1","0.3689","0","14","1","Methylation",""
"1728","R-HSA-156587","1","0.5268","0","9","1","Amino Acid conjugation",""
"1729","R-HSA-159418","1","0.3199","0","16","1","Recycling of bile acids and salts",""
"1730","R-HSA-159424","1","0.5268","0","9","1","Conjugation of carboxylic acids",""
"1731","R-HSA-159740","1","0.4906","0","10","1","Gamma-carboxylation of protein precursors",""
"1732","R-HSA-159763","1","0.5268","0","9","1","Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",""
"1733","R-HSA-162658","1","0.3689","0","14","1","Golgi Cisternae Pericentriolar Stack Reorganization",""
"1734","R-HSA-162710","1","0.3199","0","16","1","Synthesis of glycosylphosphatidylinositol (GPI)",""
"1735","R-HSA-162791","1","0.6075","0","7","1","Attachment of GPI anchor to uPAR",""
"1736","R-HSA-163680","1","0.5657","0","8","1","AMPK inhibits chREBP transcriptional activation activity",""
"1737","R-HSA-163765","1","0.6075","0","7","1","ChREBP activates metabolic gene expression",""
"1738","R-HSA-164944","1","0.5657","0","8","1","Nef and signal transduction",""
"1739","R-HSA-1660514","1","0.2978","0","17","1","Synthesis of PIPs at the Golgi membrane",""
"1740","R-HSA-166665","1","0.5657","0","8","1","Terminal pathway of complement",""
"1741","R-HSA-170660","1","0.4906","0","10","1","Adenylate cyclase activating pathway",""
"1742","R-HSA-170670","1","0.3689","0","14","1","Adenylate cyclase inhibitory pathway",""
"1743","R-HSA-170968","1","0.4254","0","12","1","Frs2-mediated activation",""
"1744","R-HSA-174414","1","0.4568","0","11","1","Processive synthesis on the C-strand of the telomere",""
"1745","R-HSA-174437","1","0.4906","0","10","1","Removal of the Flap Intermediate from the C-strand",""
"1746","R-HSA-174577","1","0.6075","0","7","1","Activation of C3 and C5",""
"1747","R-HSA-177128","1","0.5657","0","8","1","Conjugation of salicylate with glycine",""
"1748","R-HSA-177504","1","0.3689","0","14","1","Retrograde neurotrophin signalling",""
"1749","R-HSA-181431","1","0.3435","0","15","1","Acetylcholine binding and downstream events",""
"1750","R-HSA-182218","1","0.6075","0","7","1","Nef Mediated CD8 Down-regulation",""
"1751","R-HSA-1834941","1","0.3199","0","16","1","STING mediated induction of host immune responses",""
"1752","R-HSA-1855167","1","0.4906","0","10","1","Synthesis of pyrophosphates in the cytosol",""
"1753","R-HSA-189451","1","0.4568","0","11","1","Heme biosynthesis",""
"1754","R-HSA-190377","1","0.4906","0","10","1","FGFR2b ligand binding and activation",""
"1755","R-HSA-190873","1","0.4254","0","12","1","Gap junction degradation",""
"1756","R-HSA-193368","1","0.1808","0","24","1","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",""
"1757","R-HSA-193692","1","0.4568","0","11","1","Regulated proteolysis of p75NTR",""
"1758","R-HSA-193775","1","0.3689","0","14","1","Synthesis of bile acids and bile salts via 24-hydroxycholesterol",""
"1759","R-HSA-193807","1","0.3435","0","15","1","Synthesis of bile acids and bile salts via 27-hydroxycholesterol",""
"1760","R-HSA-194002","1","0.4906","0","10","1","Glucocorticoid biosynthesis",""
"1761","R-HSA-194313","1","0.5657","0","8","1","VEGF ligand-receptor interactions",""
"1762","R-HSA-195399","1","0.5657","0","8","1","VEGF binds to VEGFR leading to receptor dimerization",""
"1763","R-HSA-196025","1","0.4568","0","11","1","Formation of annular gap junctions",""
"1764","R-HSA-196783","1","0.5657","0","8","1","Coenzyme A biosynthesis",""
"1765","R-HSA-196791","1","0.4568","0","11","1","Vitamin D (calciferol) metabolism",""
"1766","R-HSA-196843","1","0.6075","0","7","1","Vitamin B2 (riboflavin) metabolism",""
"1767","R-HSA-198203","1","0.5268","0","9","1","PI3K AKT activation",""
"1768","R-HSA-198323","1","0.3689","0","14","1","AKT phosphorylates targets in the cytosol",""
"1769","R-HSA-199220","1","0.2978","0","17","1","Vitamin B5 (pantothenate) metabolism",""
"1770","R-HSA-199920","1","0.6075","0","7","1","CREB phosphorylation",""
"1771","R-HSA-200425","1","0.3961","0","13","1","Import of palmitoyl-CoA into the mitochondrial matrix",""
"1772","R-HSA-201688","1","0.5657","0","8","1","WNT mediated activation of DVL",""
"1773","R-HSA-2022377","1","0.2773","0","18","1","Metabolism of Angiotensinogen to Angiotensins",""
"1774","R-HSA-2022870","1","0.2405","0","20","1","Chondroitin sulfate biosynthesis",""
"1775","R-HSA-2022923","1","0.4568","0","11","1","Dermatan sulfate biosynthesis",""
"1776","R-HSA-2024096","1","0.2085","0","22","1","HS-GAG degradation",""
"1777","R-HSA-2029481","1","0.4254","0","12","1","FCGR activation",""
"1778","R-HSA-2032785","1","0.3435","0","15","1","YAP1- and WWTR1 (TAZ)-stimulated gene expression",""
"1779","R-HSA-203615","1","0.3961","0","13","1","eNOS activation",""
"1780","R-HSA-2046105","1","0.5657","0","8","1","Linoleic acid (LA) metabolism",""
"1781","R-HSA-209776","1","0.2773","0","18","1","Metabolism of amine-derived hormones",""
"1782","R-HSA-209968","1","0.4906","0","10","1","Thyroxine biosynthesis",""
"1783","R-HSA-210744","1","0.3435","0","15","1","Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",""
"1784","R-HSA-210990","1","0.4568","0","11","1","PECAM1 interactions",""
"1785","R-HSA-212718","1","0.5268","0","9","1","EGFR interacts with phospholipase C-gamma",""
"1786","R-HSA-2142688","1","0.5657","0","8","1","Synthesis of 5-eicosatetraenoic acids",""
"1787","R-HSA-2142712","1","0.6075","0","7","1","Synthesis of 12-eicosatetraenoic acid derivatives",""
"1788","R-HSA-2142789","1","0.6075","0","7","1","Ubiquinol biosynthesis",""
"1789","R-HSA-2197563","1","0.4254","0","12","1","NOTCH2 intracellular domain regulates transcription",""
"1790","R-HSA-2408508","1","0.5657","0","8","1","Metabolism of ingested SeMet, Sec, MeSec into H2Se",""
"1791","R-HSA-2468052","1","0.4568","0","11","1","Establishment of Sister Chromatid Cohesion",""
"1792","R-HSA-2485179","1","0.4568","0","11","1","Activation of the phototransduction cascade",""
"1793","R-HSA-2534343","1","0.4568","0","11","1","Interaction With Cumulus Cells And The Zona Pellucida",""
"1794","R-HSA-2586552","1","0.4568","0","11","1","Signaling by Leptin",""
"1795","R-HSA-264870","1","0.4254","0","12","1","Caspase-mediated cleavage of cytoskeletal proteins",""
"1796","R-HSA-2660825","1","0.6075","0","7","1","Signaling by NOTCH1 t(7;9)(NOTCH1-M1580_K2555) Translocation Mutant",""
"1797","R-HSA-2660826","1","0.6075","0","7","1","Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1-M1580_K2555) Translocation Mutant",""
"1798","R-HSA-2980767","1","0.6075","0","7","1","Activation of NIMA Kinases NEK9, NEK6, NEK7",""
"1799","R-HSA-3065678","1","0.6075","0","7","1","SUMO is transferred from E1 to E2 (UBE2I, UBC9)",""
"1800","R-HSA-3215018","1","0.4906","0","10","1","Processing and activation of SUMO",""
"1801","R-HSA-3232118","1","0.2405","0","20","1","SUMOylation of transcription factors",""
"1802","R-HSA-3270619","1","0.3961","0","13","1","IRF3-mediated induction of type I IFN",""
"1803","R-HSA-3304349","1","0.6075","0","7","1","Loss of Function of SMAD2 3 in Cancer",""
"1804","R-HSA-3304351","1","0.5657","0","8","1","Signaling by TGF-beta Receptor Complex in Cancer",""
"1805","R-HSA-3371511","1","0.4254","0","12","1","HSF1 activation",""
"1806","R-HSA-351906","1","0.4568","0","11","1","Apoptotic cleavage of cell adhesion  proteins",""
"1807","R-HSA-3560783","1","0.2405","0","20","1","Defective B4GALT7 causes EDS, progeroid type",""
"1808","R-HSA-3560801","1","0.2405","0","20","1","Defective B3GAT3 causes JDSSDHD",""
"1809","R-HSA-3595172","1","0.5657","0","8","1","Defective CHST3 causes SEDCJD",""
"1810","R-HSA-3595174","1","0.5657","0","8","1","Defective CHST14 causes EDS, musculocontractural type",""
"1811","R-HSA-3595177","1","0.5657","0","8","1","Defective CHSY1 causes TPBS",""
"1812","R-HSA-3656237","1","0.3689","0","14","1","Defective EXT2 causes exostoses 2",""
"1813","R-HSA-3656253","1","0.3689","0","14","1","Defective EXT1 causes exostoses 1, TRPS2 and CHDS",""
"1814","R-HSA-3656534","1","0.6075","0","7","1","Loss of Function of TGFBR1 in Cancer",""
"1815","R-HSA-3772470","1","0.3435","0","15","1","Negative regulation of TCF-dependent signaling by WNT ligand antagonists",""
"1816","R-HSA-3781860","1","0.2978","0","17","1","Diseases associated with N-glycosylation of proteins",""
"1817","R-HSA-389357","1","0.2085","0","22","1","CD28 dependent PI3K Akt signaling",""
"1818","R-HSA-389957","1","0.1359","0","28","1","Prefoldin mediated transfer of substrate  to CCT TriC",""
"1819","R-HSA-390450","1","0.4906","0","10","1","Folding of actin by CCT TriC",""
"1820","R-HSA-391908","1","0.5268","0","9","1","Prostanoid ligand receptors",""
"1821","R-HSA-399954","1","0.3199","0","16","1","Sema3A PAK dependent Axon repulsion",""
"1822","R-HSA-399955","1","0.3689","0","14","1","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion",""
"1823","R-HSA-416550","1","0.5657","0","8","1","Sema4D mediated inhibition of cell attachment and migration",""
"1824","R-HSA-417957","1","0.4254","0","12","1","P2Y receptors",""
"1825","R-HSA-418038","1","0.3435","0","15","1","Nucleotide-like (purinergic) receptors",""
"1826","R-HSA-418359","1","0.3689","0","14","1","Reduction of cytosolic Ca++ levels",""
"1827","R-HSA-418360","1","0.1265","0","29","1","Platelet calcium homeostasis",""
"1828","R-HSA-418886","1","0.5657","0","8","1","Netrin mediated repulsion signals",""
"1829","R-HSA-418889","1","0.4906","0","10","1","Caspase activation via Dependence Receptors in the absence of ligand",""
"1830","R-HSA-418890","1","0.4906","0","10","1","Role of second messengers in netrin-1 signaling",""
"1831","R-HSA-419037","1","0.05","0","42","1","NCAM1 interactions",""
"1832","R-HSA-419408","1","0.3689","0","14","1","Lysosphingolipid and LPA receptors",""
"1833","R-HSA-419812","1","0.4906","0","10","1","Calcitonin-like ligand receptors",""
"1834","R-HSA-420597","1","0.6075","0","7","1","Nectin Necl  trans heterodimerization",""
"1835","R-HSA-425561","1","0.3961","0","13","1","Sodium Calcium exchangers",""
"1836","R-HSA-425986","1","0.5268","0","9","1","Sodium Proton exchangers",""
"1837","R-HSA-426117","1","0.6075","0","7","1","Cation-coupled Chloride cotransporters",""
"1838","R-HSA-427601","1","0.5268","0","9","1","Multifunctional anion exchangers",""
"1839","R-HSA-428540","1","0.3961","0","13","1","Activation of RAC1",""
"1840","R-HSA-428542","1","0.4906","0","10","1","Regulation of commissural axon pathfinding by SLIT and ROBO",""
"1841","R-HSA-428543","1","0.6075","0","7","1","Inactivation of CDC42 and RAC1",""
"1842","R-HSA-428643","1","0.4906","0","10","1","Organic anion transporters",""
"1843","R-HSA-428890","1","0.5657","0","8","1","Role of ABL in ROBO-SLIT signaling",""
"1844","R-HSA-4411364","1","0.5657","0","8","1","Binding of TCF LEF-CTNNB1 to target gene promoters",""
"1845","R-HSA-4419969","1","0.3435","0","15","1","Depolymerisation of the Nuclear Lamina",""
"1846","R-HSA-4420332","1","0.2405","0","20","1","Defective B3GALT6 causes EDSP2 and SEMDJL1",""
"1847","R-HSA-442380","1","0.4906","0","10","1","Zinc influx into cells by the SLC39 gene family",""
"1848","R-HSA-442729","1","0.4906","0","10","1","CREB1 phosphorylation through the activation of CaMKII CaMKK CaMKIV cascasde",""
"1849","R-HSA-442742","1","0.1265","0","29","1","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",""
"1850","R-HSA-442982","1","0.2239","0","21","1","Ras activation upon Ca2+ influx through NMDA receptor",""
"1851","R-HSA-444257","1","0.6075","0","7","1","RSK activation",""
"1852","R-HSA-444821","1","0.6075","0","7","1","Relaxin receptors",""
"1853","R-HSA-445144","1","0.2239","0","21","1","Signal transduction by L1",""
"1854","R-HSA-446107","1","0.4568","0","11","1","Type I hemidesmosome assembly",""
"1855","R-HSA-446210","1","0.5657","0","8","1","Synthesis of UDP-N-acetyl-glucosamine",""
"1856","R-HSA-447038","1","0.6075","0","7","1","NrCAM interactions",""
"1857","R-HSA-447041","1","0.5268","0","9","1","CHL1 interactions",""
"1858","R-HSA-450520","1","0.5657","0","8","1","HuR (ELAVL1) binds and stabilizes mRNA",""
"1859","R-HSA-451306","1","0.4254","0","12","1","Ionotropic activity of kainate receptors",""
"1860","R-HSA-451308","1","0.4254","0","12","1","Activation of Ca-permeable Kainate Receptor",""
"1861","R-HSA-5083635","1","0.0767","0","36","1","Defective B3GALTL causes Peters-plus syndrome (PpS)",""
"1862","R-HSA-5099900","1","0.3435","0","15","1","WNT5A-dependent internalization of FZD4",""
"1863","R-HSA-5140745","1","0.3961","0","13","1","WNT5A-dependent internalization of FZD2, FZD5 and ROR2",""
"1864","R-HSA-5173214","1","0.0715","0","37","1","O-glycosylation of TSR domain-containing proteins",""
"1865","R-HSA-5218921","1","0.2239","0","21","1","VEGFR2 mediated cell proliferation",""
"1866","R-HSA-5340588","1","0.5657","0","8","1","RNF mutants show enhanced WNT signaling and proliferation",""
"1867","R-HSA-5357786","1","0.4254","0","12","1","TNFR1-induced proapoptotic signaling",""
"1868","R-HSA-5362798","1","0.5657","0","8","1","Release of Hh-Np from the secreting cell",""
"1869","R-HSA-5365859","1","0.2085","0","22","1","RA biosynthesis pathway",""
"1870","R-HSA-5423646","1","0.2583","0","19","1","Aflatoxin activation and detoxification",""
"1871","R-HSA-549127","1","0.5268","0","9","1","Organic cation transport",""
"1872","R-HSA-549132","1","0.3689","0","14","1","Organic cation anion zwitterion transport",""
"1873","R-HSA-5576886","1","0.2583","0","19","1","Phase 4 - resting membrane potential",""
"1874","R-HSA-5576894","1","0.6075","0","7","1","Phase 1 - inactivation of fast Na+ channels",""
"1875","R-HSA-5578768","1","0.4254","0","12","1","Physiological factors",""
"1876","R-HSA-5609975","1","0.2773","0","18","1","Diseases associated with glycosylation precursor biosynthesis",""
"1877","R-HSA-5638302","1","0.5657","0","8","1","Signaling by Overexpressed Wild-Type EGFR in Cancer",""
"1878","R-HSA-5638303","1","0.5657","0","8","1","Inhibition of Signaling by Overexpressed EGFR",""
"1879","R-HSA-5649702","1","0.6075","0","7","1","APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway",""
"1880","R-HSA-5651801","1","0.2239","0","21","1","PCNA-Dependent Long Patch Base Excision Repair",""
"1881","R-HSA-5666185","1","0.5268","0","9","1","RHO GTPases Activate Rhotekin and Rhophilins",""
"1882","R-HSA-5669034","1","0.1265","0","29","1","TNFs bind their physiological receptors",""
"1883","R-HSA-5682910","1","0.3689","0","14","1","LGI-ADAM interactions",""
"1884","R-HSA-5685939","1","0.4906","0","10","1","HDR through MMEJ (alt-NHEJ)",""
"1885","R-HSA-622323","1","0.4254","0","12","1","Presynaptic nicotinic acetylcholine receptors",""
"1886","R-HSA-622327","1","0.3435","0","15","1","Postsynaptic nicotinic acetylcholine receptors",""
"1887","R-HSA-629587","1","0.6075","0","7","1","Highly sodium permeable acetylcholine nicotinic receptors",""
"1888","R-HSA-629594","1","0.4254","0","12","1","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors",""
"1889","R-HSA-629597","1","0.5268","0","9","1","Highly calcium permeable nicotinic acetylcholine receptors",""
"1890","R-HSA-6787450","1","0.5268","0","9","1","tRNA modification in the mitochondrion",""
"1891","R-HSA-6803204","1","0.2405","0","20","1","TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",""
"1892","R-HSA-6803207","1","0.4254","0","12","1","TP53 Regulates Transcription of Caspase Activators and Caspases",""
"1893","R-HSA-6803211","1","0.4254","0","12","1","TP53 Regulates Transcription of Death Receptors and Ligands",""
"1894","R-HSA-6804114","1","0.2773","0","18","1","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest",""
"1895","R-HSA-6804116","1","0.3689","0","14","1","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest",""
"1896","R-HSA-6804759","1","0.3689","0","14","1","Regulation of TP53 Activity through Association with Co-factors",""
"1897","R-HSA-70221","1","0.2978","0","17","1","Glycogen breakdown (glycogenolysis)",""
"1898","R-HSA-70263","1","0.0951","0","33","1","Gluconeogenesis",""
"1899","R-HSA-71240","1","0.3689","0","14","1","Tryptophan catabolism",""
"1900","R-HSA-72731","1","0.5657","0","8","1","Recycling of eIF2-GDP",""
"1901","R-HSA-73614","1","0.4568","0","11","1","Pyrimidine salvage",""
"1902","R-HSA-73621","1","0.4254","0","12","1","Pyrimidine catabolism",""
"1903","R-HSA-74182","1","0.4906","0","10","1","Ketone body metabolism",""
"1904","R-HSA-75109","1","0.3961","0","13","1","Triglyceride biosynthesis",""
"1905","R-HSA-75205","1","0.3961","0","13","1","Dissolution of Fibrin Clot",""
"1906","R-HSA-75876","1","0.1808","0","24","1","Synthesis of very long-chain fatty acyl-CoAs",""
"1907","R-HSA-75892","1","0.3689","0","14","1","Platelet Adhesion to exposed collagen",""
"1908","R-HSA-77111","1","0.5657","0","8","1","Synthesis of Ketone Bodies",""
"1909","R-HSA-77286","1","0.4568","0","11","1","mitochondrial fatty acid beta-oxidation of saturated fatty acids",""
"1910","R-HSA-77387","1","0.1567","0","26","1","Insulin receptor recycling",""
"1911","R-HSA-77595","1","0.2583","0","19","1","Processing of Intronless Pre-mRNAs",""
"1912","R-HSA-879415","1","0.3961","0","13","1","Advanced glycosylation endproduct receptor signaling",""
"1913","R-HSA-879518","1","0.4254","0","12","1","Transport of organic anions",""
"1914","R-HSA-8866904","1","0.4906","0","10","1","Negative regulation of activity of TFAP2 (AP-2) family transcription factors",""
"1915","R-HSA-8866910","1","0.3435","0","15","1","TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",""
"1916","R-HSA-8868766","1","0.5268","0","9","1","rRNA processing in the mitochondrion",""
"1917","R-HSA-8874211","1","0.5268","0","9","1","CREB3 factors activate genes",""
"1918","R-HSA-8877330","1","0.4906","0","10","1","RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)",""
"1919","R-HSA-8934903","1","0.4568","0","11","1","Receptor Mediated Mitophagy",""
"1920","R-HSA-8939242","1","0.5657","0","8","1","RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",""
"1921","R-HSA-8939243","1","0.0715","0","37","1","RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known",""
"1922","R-HSA-8939246","1","0.6075","0","7","1","RUNX1 regulates transcription of genes involved in differentiation of myeloid cells",""
"1923","R-HSA-8941332","1","0.5657","0","8","1","RUNX2 regulates genes involved in cell migration",""
"1924","R-HSA-8941855","1","0.6075","0","7","1","RUNX3 regulates CDKN1A transcription",""
"1925","R-HSA-8941856","1","0.3689","0","14","1","RUNX3 regulates NOTCH signaling",""
"1926","R-HSA-8951430","1","0.5657","0","8","1","RUNX3 regulates WNT signaling",""
"1927","R-HSA-8951671","1","0.5657","0","8","1","RUNX3 regulates YAP1-mediated transcription",""
"1928","R-HSA-8951936","1","0.5268","0","9","1","RUNX3 regulates p14-ARF",""
"1929","R-HSA-8963693","1","0.4254","0","12","1","Aspartate and asparagine metabolism",""
"1930","R-HSA-8963888","1","0.5268","0","9","1","Chylomicron assembly",""
"1931","R-HSA-8963901","1","0.5657","0","8","1","Chylomicron remodeling",""
"1932","R-HSA-8978934","1","0.2405","0","20","1","Metabolism of cofactors",""
"1933","R-HSA-9014826","1","0.6075","0","7","1","Interleukin-36 pathway",""
"1934","R-HSA-9017802","1","0.5657","0","8","1","Noncanonical activation of NOTCH3",""
"1935","R-HSA-9018677","1","0.3199","0","16","1","Biosynthesis of DHA-derived SPMs",""
"1936","R-HSA-9018678","1","0.2773","0","18","1","Biosynthesis of specialized proresolving mediators (SPMs)",""
"1937","R-HSA-9018682","1","0.5657","0","8","1","Biosynthesis of maresins",""
"1938","R-HSA-9020933","1","0.5268","0","9","1","Interleukin-23 signaling",""
"1939","R-HSA-9027276","1","0.4254","0","12","1","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",""
"1940","R-HSA-9027277","1","0.6075","0","7","1","Erythropoietin activates Phospholipase C gamma (PLCG)",""
"1941","R-HSA-9027283","1","0.6075","0","7","1","Erythropoietin activates STAT5",""
"1942","R-HSA-9032500","1","0.6075","0","7","1","Activated NTRK2 signals through FYN",""
"1943","R-HSA-917977","1","0.1097","0","31","1","Transferrin endocytosis and recycling",""
"1944","R-HSA-918233","1","0.3961","0","13","1","TRAF3-dependent IRF activation pathway",""
"1945","R-HSA-933543","1","0.4568","0","11","1","NF-kB activation through FADD RIP-1 pathway mediated by caspase-8 and -10",""
"1946","R-HSA-9613354","1","0.5268","0","9","1","Lipophagy",""
"1947","R-HSA-9619229","1","0.5268","0","9","1","Activation of RAC1 downstream of NMDARs",""
"1948","R-HSA-9623433","1","0.5657","0","8","1","NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis",""
"1949","R-HSA-9627069","1","0.4568","0","11","1","Regulation of the apoptosome activity",""
"1950","R-HSA-977347","1","0.5657","0","8","1","Serine biosynthesis",""
"1951","R-HSA-977606","1","0.0376","0","46","1","Regulation of Complement cascade",""
"1952","R-HSA-982772","1","0.1808","0","24","1","Growth hormone receptor signaling",""
"1953","R-HSA-432030","1","0.8673","0","2","1","Transport of glycerol from adipocytes to the liver by Aquaporins",""
"1954","R-HSA-1839128","1","0.9313","0","1","1","FGFR4 mutant receptor activation",""
"1955","R-HSA-2206282","1","0.9313","0","1","1","MPS IIIB - Sanfilippo syndrome B",""
"1956","R-HSA-5619085","1","0.9313","0","1","1","Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)",""
"1957","R-HSA-5619072","1","0.9313","0","1","1","Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)",""
"1958","R-HSA-3000484","1","0.6523","0","6","1","Scavenging by Class F Receptors",""
"1959","R-HSA-427652","1","0.7005","0","5","1","Sodium-coupled phosphate cotransporters",""
"1960","R-HSA-5619063","1","0.9313","0","1","1","Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)",""
"1961","R-HSA-68616","1","0.6523","0","6","1","Assembly of the ORC complex at the origin of replication",""
"1962","R-HSA-5579006","1","0.9313","0","1","1","Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)",""
"1963","R-HSA-111459","1","0.6523","0","6","1","Activation of caspases through apoptosome-mediated cleavage",""
"1964","R-HSA-9026290","1","0.8673","0","2","1","Biosynthesis of DPAn-3-derived maresins",""
"1965","R-HSA-6802953","1","0.7522","0","4","1","RAS signaling downstream of NF1 loss-of-function variants",""
"1966","R-HSA-5632968","1","0.8673","0","2","1","Defective Mismatch Repair Associated With MSH6",""
"1967","R-HSA-164939","1","0.8673","0","2","1","Nef mediated downregulation of CD28 cell surface expression",""
"1968","R-HSA-5660862","1","0.8673","0","2","1","Defective SLC7A7 causes lysinuric protein intolerance (LPI)",""
"1969","R-HSA-68881","1","0.8673","0","2","1","Mitotic Metaphase Anaphase Transition",""
"1970","R-HSA-5579028","1","0.9313","0","1","1","Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)",""
"1971","R-HSA-4755579","1","0.9313","0","1","1","Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ",""
"1972","R-HSA-1483248","1","0.7005","0","5","1","Synthesis of PIPs at the ER membrane",""
"1973","R-HSA-1606341","1","0.7005","0","5","1","IRF3 mediated activation of type 1 IFN",""
"1974","R-HSA-8964540","1","0.8673","0","2","1","Alanine metabolism",""
"1975","R-HSA-5619083","1","0.9313","0","1","1","Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)",""
"1976","R-HSA-205025","1","0.6523","0","6","1","NADE modulates death signalling",""
"1977","R-HSA-5633231","1","0.8673","0","2","1","Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)",""
"1978","R-HSA-5676934","1","0.6523","0","6","1","Protein repair",""
"1979","R-HSA-6791465","1","0.8673","0","2","1","Pentose phosphate pathway disease",""
"1980","R-HSA-5619042","1","0.9313","0","1","1","Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)",""
"1981","R-HSA-3304356","1","0.6523","0","6","1","SMAD2 3 Phosphorylation Motif Mutants in Cancer",""
"1982","R-HSA-3656532","1","0.6523","0","6","1","TGFBR1 KD Mutants in Cancer",""
"1983","R-HSA-9634635","1","0.6523","0","6","1","Estrogen-stimulated signaling through PRKCZ",""
"1984","R-HSA-9018681","1","0.7522","0","4","1","Biosynthesis of protectins",""
"1985","R-HSA-1483101","1","0.8673","0","2","1","Synthesis of PS",""
"1986","R-HSA-77350","1","0.7005","0","5","1","Beta oxidation of hexanoyl-CoA to butanoyl-CoA",""
"1987","R-HSA-5619040","1","0.9313","0","1","1","Defective SLC34A1 causes hypophosphatemic nephrolithiasis osteoporosis 1 (NPHLOP1)",""
"1988","R-HSA-71262","1","0.7522","0","4","1","Carnitine synthesis",""
"1989","R-HSA-3656248","1","0.9313","0","1","1","Defective HEXB causes GM2G2",""
"1990","R-HSA-163316","1","0.9313","0","1","1","Mitochondrial transcription termination",""
"1991","R-HSA-9027604","1","0.8673","0","2","1","Biosynthesis of electrophilic <U+03C9>-3 PUFA oxo-derivatives",""
"1992","R-HSA-4793954","1","0.9313","0","1","1","Defective MOGS causes MOGS-CDG (CDG-2b)",""
"1993","R-HSA-5659996","1","0.9313","0","1","1","RPIA deficiency- failed conversion of R5P to RU5P",""
"1994","R-HSA-6791461","1","0.9313","0","1","1","RPIA deficiency- failed conversion of RU5P to R5P",""
"1995","R-HSA-9036092","1","0.8673","0","2","1","Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)",""
"1996","R-HSA-5619066","1","0.9313","0","1","1","Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)",""
"1997","R-HSA-5658208","1","0.9313","0","1","1","Defective SLC5A2 causes renal glucosuria (GLYS1)",""
"1998","R-HSA-1855191","1","0.7522","0","4","1","Synthesis of IPs in the nucleus",""
"1999","R-HSA-111452","1","0.8673","0","2","1","Activation and oligomerization of BAK protein",""
"2000","R-HSA-3371599","1","0.6523","0","6","1","Defective HLCS causes multiple carboxylase deficiency",""
"2001","R-HSA-5083627","1","0.8673","0","2","1","Defective LARGE causes MDDGA6 and MDDGB6",""
"2002","R-HSA-9616333","1","0.9313","0","1","1","Defective Base Excision Repair Associated with NTHL1",""
"2003","R-HSA-9630221","1","0.9313","0","1","1","Defective NTHL1 substrate processing",""
"2004","R-HSA-9630222","1","0.9313","0","1","1","Defective NTHL1 substrate binding",""
"2005","R-HSA-211163","1","0.7522","0","4","1","AKT-mediated inactivation of FOXO1A",""
"2006","R-HSA-198765","1","0.8673","0","2","1","Signalling to ERK5",""
"2007","R-HSA-5619036","1","0.9313","0","1","1","Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)",""
"2008","R-HSA-190370","1","0.6523","0","6","1","FGFR1b ligand binding and activation",""
"2009","R-HSA-5682113","1","0.8673","0","2","1","Defective ABCA1 causes Tangier disease",""
"2010","R-HSA-111995","1","0.8673","0","2","1","phospho-PLA2 pathway",""
"2011","R-HSA-192456","1","0.7005","0","5","1","Digestion of dietary lipid",""
"2012","R-HSA-1299287","1","0.9313","0","1","1","Tandem pore domain halothane-inhibited K+ channel (THIK)",""
"2013","R-HSA-392023","1","0.8673","0","2","1","Adrenaline signalling through Alpha-2 adrenergic receptor",""
"2014","R-HSA-5626978","1","0.6523","0","6","1","TNFR1-mediated ceramide production",""
"2015","R-HSA-388479","1","0.6523","0","6","1","Vasopressin-like receptors",""
"2016","R-HSA-2393930","1","0.6523","0","6","1","Phosphate bond hydrolysis by NUDT proteins",""
